rank,PetID,tier,proba_slow,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description,Type_str,Breed1_str,Gender_str,Color1_str,MaturitySize_str,FurLength_str,Vaccinated_str,Sterilized_str,Health_str,age_group,has_photo,is_group,Fee_is_free,has_name,tier_order,predicted_slow,y_true_str,n_words_original,n_words_rewritten,description_original,description_rewritten,has_rewritten_description,length_delta_words
1772,02868b720,Low,0.4601425372368293,1,Cateliya,2,3,266,2,6,2,2,2,2,1,1,0,5.0,"Cateliya is a very sweet quiet obedient kitten which i resuced from the street nearby my house. At that time she was about 2 months old. When i found her she was very thin had worms in her stomach and was invested with fleas. Now after 2 months of loving tender care she is very healthy baby girl. Her fur is very soft and smooth. She has a bob (short) tail. She is very loving, playful and comfortable with other cats. She has a very good appetite and not fussy with different types of cat food. She needs a good loving home to go to.",Cat,Domestic Short Hair,Female,Gray,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
1773,eb5ce7ea2,Low,0.4601113323994427,0,Snookums,2,4,265,1,2,1,2,3,3,1,1,0,4.0,"My sister found this little Snookums at the front of our house trying to find shelter from the rain. Snookums recently receive treatment for his ears and was in my sister care. Sadly we dont have anyone to take care of him. Hes around 4 months and has big cute ears and loves to play. Hes also potty train. Contact or Whatsapp me, (Zul)",Cat,Domestic Medium Hair,Male,Brown,Small,Medium,Not Sure,Not Sure,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1774,35225eb67,Low,0.4600663254588042,0,,1,1,307,2,1,1,2,2,2,1,2,0,4.0,Found these two female puppies by the side of the road. A third pup had been run over :( I think they are around a month old.They are both very sweet and will make great pets. Both have healthy appetites. To whoever adopts them we're happy to pay for vaccinations now and neutering in 6 months time.,Dog,Mixed Breed,Female,Black,Small,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,False,3,False,Slow,,,,,False,
1775,9f2948e8e,Low,0.4600634166252646,1,Found Beagle,1,36,20,1,1,2,2,3,2,1,1,0,1.0,"He was found at around OUG area. According to the resident nearby, they saw him wandering around that area for the past few days. Hope to get him a good home. He will be neutered before adoption.",Dog,Beagle,Male,Black,Medium,Medium,Not Sure,No,Healthy,Adult/Senior (25+m),True,False,True,True,3,False,Fast,,,,,False,
1776,1bb0600a7,Low,0.4600003480357151,0,Bubble Girl,1,4,239,2,1,2,1,1,2,1,1,0,4.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Joyceline,Dog,Yellow Labrador Retriever,Female,Black,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1777,0f6488260,Low,0.4598716284896591,1,,2,2,299,3,1,2,1,2,2,1,7,0,6.0,"I own a tabby that gave birth to 5 kittens. 3 blacks, 1 tabby and another is a nice mix of black and white. The mother is a strong and healthy cat although she is a bit lean now because of her 5 kittens. I also have a tabby male of 4 months old, a 4 months old black female kitten and a 1-year old female tortoisehell. All of my cats were rescued when they were kittens.",Cat,Tabby,Mixed,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,False,3,False,Fast,,,,,False,
1778,3d97fa45c,Low,0.4598643683220482,1,Gerard,1,3,307,1,1,2,1,1,2,1,1,0,1.0,Gerard is a rescued pup and is currently looking for a forever loving home. He is playful and loving. Please adopt to give Gerard a home.,Dog,Mixed Breed,Male,Black,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
1779,35a730b12,Low,0.4598210707569395,1,Sher Rae Rae,2,1,265,2,1,1,2,2,2,1,1,0,4.0,"Salam 1 Malaysia to all animal lover And cat lover out there.This the 3rd time that i rescue kitten.This kitten came to me infront of my college libary. Seem like she lost her mother.She a very cute kitten & very adorable. Please help me to adopt this kitten ..For serious adopter only..Contact me via FB JR  Call.. ""suatu hari nanti mereka akan mendoakan supaya kita bersama dengan mereka di syurga""Trust me since i became a animal lover a lot of good things happen.Thanks to God.",Cat,Domestic Medium Hair,Female,Black,Small,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
1780,5e8872259,Low,0.4597839520577255,0,Snow And Susu,2,4,265,3,7,3,2,1,1,1,2,100,2.0,"Mix kitten for adoption , 4month , male and female",Cat,Domestic Medium Hair,Mixed,White,Large,Medium,Yes,Yes,Healthy,Puppy/Kitten (0-6m),True,True,False,True,3,False,Slow,,,,,False,
1781,1f2c63312,Low,0.4597667590605918,0,Vivo,1,3,307,2,1,3,1,3,2,1,1,0,2.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy,Dog,Mixed Breed,Female,Black,Large,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1782,0c200f7a6,Low,0.4597402169337978,0,"Jimmy, Jeff, Jim  & Jensen",1,3,3,1,2,2,2,2,2,1,4,0,3.0,Found a group of 7 motherless pups in Hulu Langat when they were a few weeks olds,Dog,Airedale Terrier,Male,Brown,Medium,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Slow,,,,,False,
1783,4b3efcfe0,Low,0.4596583957796434,0,Muki,1,3,307,1,1,2,2,1,2,1,1,0,7.0,"name: Muki (we are so happy that he has finally found his dreamed home! now he is with his wonderful family) age: 3month, dewormed, frontlined and done first vaccination. personality: he is a very active,cheerful, and alert one. His personality was very much like a golden retriever puppy :) only that he is without the long fur. He is definitely a lovely and a good family dog.plus he is also toilet trained. feel free to visit, call or text me at: History: He and his brother were born from a stray female dog in front of my housing area. The female dog first batch puppies were all died, aren't able to survive the harsh weather. These would be her second batch baby. it was originally 6 puppies which she hides in bushes, but 4 died and I can't hold myself but to bring the two survivors in. It takes some effort to bring the mother inside the house to breastfeed the puppies, but with the help of Save A Stray NGO, I am able to bring the mother so they are able to survive till now. The mother will be spayed and release as a community dog. His brother has been successfully adopted!yayy.. he is pretty much lonely now, so I do really hope that Muki will find the love he need.",Dog,Mixed Breed,Male,Black,Medium,Medium,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1784,d2d37c3c3,Low,0.4596452399850703,1,Four Furry 7 Weeks Old Kittens,2,2,266,3,1,2,1,2,2,1,4,0,2.0,"4 kittens looking for loving homes. 7 weeks old. One is as black ,one calico, one white with grey markings on forehead and one is white with orange patches. All kittens already eating soft food and ready for adoption",Cat,Domestic Short Hair,Mixed,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
1785,ef86c51b2,Low,0.4596408245278001,0,Christy,1,12,218,2,5,1,3,1,1,1,1,300,1.0,"Christy was rescued from the street looking lost and stressed up. We have sent her for medical check, provided with the basic jab and spayed. She is active and playful. She love to be with human and we recommend her for family with kids/elderly parents. We are charging RM to cover the cost of her spaying and medical fee. Receipt and medical card will be provided. If you are interested, here is our requirement : 1) Adopter must be a Malaysian or a PR. If you are below 18 years old, we will require your parents to speak with us on the adoption procedure. 2) Adopter must be an animal lover and preferably have experience in handling dog. 3) No long hour of caging or tied on leash. 4) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) 5) Adopter must add us on Facebook so we can receive his progress update. 6) During the initial stage of adoption, allow visitation so we can ensure Christy is adjusting well to his new environment. For this reason, adopter residing in Klang Valley is highly preferred. 7) Approval for this adoption is only for the successful adopter. Christy cannot be transferred to third party without seeking our permission. If you're interested to adopt Christy, please sms or e-mail me. Provide us your details (particular, type of house and experience with dogs).",Dog,Terrier,Female,Cream,Small,Long,Yes,Yes,Healthy,Young Adult (7-24m),True,False,False,True,3,False,Slow,,,,,False,
1786,850632538,Low,0.4596318924165117,0,Unnamed,2,1,266,3,1,1,1,2,2,1,2,0,4.0,"These 2 kittens came into our lives when their mother, a stray cat in our neighbourhood, had nowhere to put them during this rainy season. One day she was in a pot in our garden, and the next we found that she had brought her kittens into our house, and hid them at our gym. They have been 'living' with us since. They are still not quite used to people though. They are still breastfeeding but you can feed them powdered milk, which they can drink from a saucer. Only interested parties should apply for these kittens, preferably those who have had experience caring for young kittens before. Would be good if they are taken together so that they are not all separated.",Cat,Domestic Short Hair,Mixed,Black,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Slow,,,,,False,
1787,28c34e5dc,Low,0.4596201272259318,0,Ladybug,1,3,141,2,2,2,1,3,2,1,1,0,2.0,Lovely puppy looking for a home sweet home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Rachel,Dog,Labrador Retriever,Female,Brown,Medium,Short,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1788,45c718348,Low,0.4595689956068605,0,Candy,1,3,20,2,2,2,1,1,2,1,1,0,3.0,Puppy found on roadside.Quiet nature but friendly once you get to know her.Right hind paw slightly deformed but then it should not be a hindrance to her to be given a chance to love and be loved.,Dog,Beagle,Female,Brown,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1789,bc22c806a,Low,0.4595372369167673,0,Bambee,1,2,307,2,2,2,1,1,2,1,1,0,4.0,Cute and healthy puppy for adoption Commitment to spay her is compulsory Interested to adopt pls call,Dog,Mixed Breed,Female,Brown,Medium,Short,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1790,0fa63169f,Low,0.4595202962777033,0,Mya's Babies,2,1,265,3,1,1,2,3,2,1,4,0,1.0,Cute & still young.. Very adorable too..,Cat,Domestic Medium Hair,Mixed,Black,Small,Medium,Not Sure,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Slow,,,,,False,
1791,8d676283f,Low,0.459489839286867,1,Lily,1,2,307,2,2,2,1,2,2,1,1,0,2.0,I have been feeding Lily's mum and her other siblings for the past 2 months. They are currently taking a shelter inside the temple behind my office. Please open your heart to adopt Lily.She deserves to be loved and cared for. Future adopter must spay her when she is 5 months old (we will come and check).No caging or chaining is allowed. She must be allowed to run freely within the house compound. Only serious adopters will be entertained.,Dog,Mixed Breed,Female,Brown,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
1792,672e9e752,Low,0.4594702496933802,0,Ginny,1,1,307,2,1,2,1,2,2,1,1,0,1.0,Ginny is sister to Katniss. Loves to snuggle and taking warm baths.,Dog,Mixed Breed,Female,Black,Medium,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1793,9ab7e48e8,Low,0.4594256117218653,1,Suki,1,36,207,2,1,1,3,1,1,1,1,0,1.0,Her owner has 5 dogs. Recently 1 of her dog gave birth to few puppies. She can't cope anymore. Therefore decided to give her away. Serious adopter pls call Amy ,Dog,Silky Terrier,Female,Black,Small,Long,Yes,Yes,Healthy,Adult/Senior (25+m),True,False,True,True,3,False,Fast,,,,,False,
1794,07b6336e5,Low,0.4594055203238846,1,Loki,2,3,266,1,1,2,1,3,2,2,1,0,1.0,Loki is 3/4 months old. He is very friendly and needs a loving home.,Cat,Domestic Short Hair,Male,Black,Medium,Short,Not Sure,No,Minor Injury,Puppy/Kitten (0-6m),True,False,True,True,3,False,Fast,,,,,False,
1795,4ec25bc3b,Low,0.4593973529955121,0,Oshin & Lola,2,3,254,2,2,1,1,2,3,1,2,0,4.0,,Cat,Calico,Female,Brown,Small,Short,No,Not Sure,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Slow,,,,,False,
1796,c40052aba,Low,0.4593778453577858,0,Ogos,1,2,307,1,2,2,2,2,2,2,1,0,2.0,"Ogos is opened for adoption for the person who has experience to take care injury dog. Ogos left hint leg has an bacterial infection and cause him can't walk with the leg. ================================================== Together 12 puppies, Ogos has been found near my office. We are trying to look for him a lovely home. Anyone who wish to give Ogos a home and love, please email to:  ,com or add me to your Msger or MSN Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to neuter the dog.",Dog,Mixed Breed,Male,Brown,Medium,Medium,No,No,Minor Injury,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1797,afa1e2afb,Low,0.4593253868506879,0,Jolly,1,2,218,2,1,1,1,2,2,1,1,0,10.0,"Jolly is very demanding, love human attention. Very active and adventurous. Suitable for somebody who is looking for a companion dog. Please call me if you are interested.",Dog,Terrier,Female,Black,Small,Short,No,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1798,1ae342ed5,Low,0.4592972474351414,1,Bucky And Nebula,2,3,266,3,2,1,1,2,2,2,2,10,2.0,Hello I have two kittens available for adoption. Their mother is missing and currently having some skin problem due to lack of protein. But I already bring them to the vet to get some injection and deworm. They cant be vaccine yet until they fully recovered. I hope there will be anyone kind to adopt and give them a good home. Temporary they are in my apartment which is not suitable for active kitten like them. Please help to spread around. Thank you Aina,Cat,Domestic Short Hair,Mixed,Brown,Small,Short,No,No,Minor Injury,Puppy/Kitten (0-6m),True,True,False,True,3,False,Fast,,,,,False,
1799,f6959f1ca,Low,0.4592774651851203,1,3 Kitties,2,2,265,3,1,1,2,2,2,1,3,0,6.0,Anyone interested ? Please do contact me.,Cat,Domestic Medium Hair,Mixed,Black,Small,Medium,No,No,Healthy,Puppy/Kitten (0-6m),True,True,True,True,3,False,Fast,,,,,False,
1800,7af35cc82,Low,0.4591729717898843,0,Lulu,1,2,307,2,5,2,2,1,2,1,1,0,5.0,She was rescued together with her other 4 siblings from a factory area. Very cute and intelligent. She has a very short tail. Commitment to spay her is compulsory. Interested to adopt pls call ,Dog,Mixed Breed,Female,Cream,Medium,Medium,Yes,No,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
1801,8bc07d296,Low,0.4591530080267705,0,Prince,1,4,141,1,5,3,2,1,1,1,1,0,4.0,Irresponsible owner bought him from a pet shop as a gift to his children. His wife found no time to take care of him and wanted to dump him. Rescued and hope to gv him a second chance of life. Interested to adopt pls contact Amy ,Dog,Labrador Retriever,Male,Cream,Large,Medium,Yes,Yes,Healthy,Puppy/Kitten (0-6m),True,False,True,True,3,False,Slow,,,,,False,
