rank,PetID,tier,proba_slow,y_proba,y_true,Name,Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Quantity,Fee,PhotoAmt,Description
1597,e54ee8e55,Low,0.46701522211911806,0.5329847778808819,1,Mung,2,3,266,2,6,2,1,2,2,1,1,0,3.0,"I rescued Mung's pregnant mother, who gave birth to four kittens. Mung is the youngest and most adventurous. She was the first one to wander out of the nest, and usually the first one to explore some new corner of the house. She's also very affectionate. She doesn't like being picked up, but will meow happily when you rub her back and pet her. Litter box trained."
1598,2352b7f0e,Low,0.4670140027994637,0.5329859972005363,0,Nicky,1,36,218,1,1,3,3,1,1,1,1,300,1.0,"Nicky together with his brother, Ricky (whom is also on my adoption list) was rescued in Semenyih. We retrieve them off the street to give them a second chance. Our biggest fear is the local council. Nicky has been checked and confirmed healthy by the vet. He is absolutely sweet and charming boy. We are opening request for any interested adopter for Nicky. We will consider only genuine dog lover for Nicky. We will be charging RM to cover the cost of his spaying, vaccination and deworming fee. Receipt and medical card will be provided. If you have the heart for Nicky, please see our requirement below 1) Adopter must be a Malaysian or a PR. 2) Adopter must be an animal lover and preferably have experience in handling dog. 3) No long hour of caging or tied on leash. 4) Provide necessary medical needs (vaccinations, deworming, flea/tick/heartworm prevention etc.) 5) Adopter must add us on Facebook so we can receive his progress update. 6) During the initial stage of adoption, allow visitation so we can ensure Ricky is adjusting well to his new environment. For this reason, adopter residing in Klang Valley is highly preferred. 7) Approval for this adoption is only for the successful adopter. Nicky cannot be transferred to third party without seeking our permission. If you're interested, please contact me by sms, e-mail or call. Provide us your details (particular, type of house and experience with dog)."
1599,095cba2c7,Low,0.46700271011147765,0.5329972898885224,1,Ebony,1,2,307,2,1,2,1,3,2,1,1,0,1.0,Cute puppy looking for a home. Commitment to spay in compulsory. Interested to adopt pls contact .
1600,8837fcacc,Low,0.46693343666944465,0.5330665633305554,0,Fei Fei And Hei Hei,1,2,307,1,1,2,1,1,2,1,2,0,3.0,"Fei and Hei are brothers. They live under a pondok at a Tmn now, waiting for their forever owner that can give them unconditional love. Both of them has vaccinated. They have 2 more brothers waiting to be adopted as well. Location : Seremban"
1601,faca11616,Low,0.4669288736993249,0.5330711263006751,0,Little Frosty,1,2,307,1,2,2,1,1,2,1,1,0,8.0,Frosty is the only one left waiting to go to a good home. He is very adorable and do have a good temperament.You will never regret adopting him as he is very obediant. Visit www.everydoghasitsday09.blogspot.com for more puppies
1602,0f3434f36,Low,0.4668871289501164,0.5331128710498836,1,Musang,2,4,299,1,1,2,1,2,2,1,1,0,5.0,"I rescued Musang from a drain, he need a home. He is shy, healthy and eat a lot, litter train."
1603,88cdc9a60,Low,0.46678031628419214,0.5332196837158079,0,"Peanut,Pepper,Ginger,Garlic, & Milo",1,1,307,1,2,2,2,2,2,1,5,0,23.0,"The mother dog gave birth to seven healthy puppies. However, the irresponsible owner dumped the puppies on the street, hoping that someone will take them away. Fortunately, two of them were adopted. Three of the four full white puppies are female, the another white puppy is a male. The remaining one brown puppy is a male. They are currently provided with food, water and shelter. All of the puppies are very healthy and playful. Hopefully they can find a home and don't end up as strays. If you think you could be the one, please contact me via PM."
1604,289112dd5,Low,0.4667376342761871,0.5332623657238129,0,Koko N Kiki,2,4,265,2,3,1,2,1,2,1,2,0,3.0,friendly n cute
1605,527b6112b,Low,0.4666314049498903,0.5333685950501097,1,Baby Dog And Puppies,1,0,307,3,1,3,1,3,3,1,9,0,8.0,"There are seven puppies for adoption. They are only a week old. The mother dog has gone missing since last night so I am worried that she might not come back any time soon. They will need to be bottle fed with milk (can be bought at pet shop or vet clinic) and need constant caring. Please, I need people who are kind and caring and able to tend to them. This is in case the mother hasn't return yet. Please contact me and I will forward you to the one who is sheltering them for the moment. Thank you very much!"
1606,75ca78a5a,Low,0.46662970752185484,0.5333702924781452,0,May & Flower,2,3,266,2,1,2,1,2,2,1,2,0,3.0,"I rescue this kitten while they was left in front of my door around 1 weeks old, please give them a warm house"
1607,b78b30c18,Low,0.4666057603281806,0.5333942396718194,0,Bouncy,1,2,307,2,2,2,2,3,3,1,1,0,4.0,Cute baby looking for a home. Bouncy was separated with her Mother as MPPJ took away her Mother. Currently a friend is fostering her. Urgently need someone to adopt her. She is a very friendly baby. Please help her to find a home!
1608,f385d9645,Low,0.4665976131611288,0.5334023868388712,1,Kitten's,2,3,266,1,1,1,2,2,2,1,3,0,3.0,Cat for adoption
1609,4a6fea502,Low,0.46657168096411605,0.533428319035884,1,Donny,1,2,307,1,1,2,1,2,2,1,1,0,7.0,"Donny was dumped by an irresponsible owner on the road. Very cute little puppy, playful and smart!"
1610,5edc72757,Low,0.46655758572291095,0.533442414277089,1,2 Cute Puppies,1,1,307,2,1,2,1,2,2,1,3,0,7.0,"Puppies were born during cny. 3 black females and 1 brown female and 1 white and brown female. thanks lynn (sunway), adam(cheras), gooi(puchong), michelle(ampang), zhi yong (bandar utama), Shawn (Subang) and Angel (kepong) for adopting the puppies."
1611,fd9a060d7,Low,0.466557555643466,0.533442444356534,0,Baby,1,48,109,2,3,3,3,1,1,1,1,0,3.0,* Looking for good family who can provide loving care and medical attention whenever needed * History: 1st owner :Golden girl was caged 24 hours for 3 years then rescued and rehome 2nd owner:Their baby is sensitive with dogs Therefore need to rehome again. T&C: Please have your full commitment before adopting this GR girl All potential adopters will go through a strict screening to prevent this GR to be rehomed for one home to another again. ** Kindly contact rescuer Adeline if you can give a good home to this GR girl **
1612,7d25ac957,Low,0.46646011969915424,0.5335398803008458,1,Tam Tam,1,36,75,1,1,2,1,1,3,1,1,0,2.0,"TamTam was abandoned by his owner. Reason - Unclear. Age - Not Sure. TamTam is a lovely and friendly dog.Gets along well with people. He is looking for a caring and fully committed person he can rely on. Requirements: -Must agree to bring him for yearly vaccination. -He needs to be neuter. -Must provide him regular nutritious and balanced meals. -Must have time to spend with him. -Do not caged or leashed him unless it is necessary. -Allow for home visits.. RM of adoption fees include vaccination, neutering and deworming. please sorry for all the request , it is just to make sure that he do fall in the hands of a very caring person that can show him love and care. Please email me at if you are interested. No breeder."
1613,166092e21,Low,0.4664393158854716,0.5335606841145284,1,Bobby's 4 Babies,2,1,266,3,1,2,1,2,2,1,4,0,4.0,4 kittens for adoption -currently aged 1.5 motnhs -2 female and 2 male -siblings -litter box trained -can eat solid food -De-liced and healthy -weaned -playful Reason: too many cats at home Please sms if interested.
1614,52d336af0,Low,0.4664281654690412,0.5335718345309588,1,Sheela Girl,1,4,26,2,1,2,2,1,3,1,1,0,3.0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If interested to adopt pls contact Amy
1615,a6783a1c6,Low,0.46637559734928025,0.5336244026507198,0,,2,3,265,1,1,2,2,2,2,1,1,0,1.0,Rescued this kitten near Cheras Perdana. Call me Kelly if you're interested to adopt.
1616,2340f8360,Low,0.466374996929553,0.533625003070447,1,Dumb And Dumber,2,4,266,1,1,2,1,2,1,1,2,30,2.0,2 silly siblings for adoption. Comes with a mom package if anyone can afford to take the whole family. Mommy is also spayed.
1617,8c2d37546,Low,0.4663678460993461,0.5336321539006539,1,Chips,2,3,251,3,4,2,1,3,2,1,2,50,4.0,Kittens were rescued from streets as some of them have already died! I can only afford to keep them till 1st August. Pls HELP!
1618,40d7cb083,Low,0.4663569435289239,0.5336430564710761,1,Little Rihana,1,2,307,2,1,2,1,2,2,1,1,0,4.0,"German shepherd cross Spitz. Female, 7 weeks old. Giving puppy away at no cost to loving home/adopter only. We named her Little Rihana. For more information about Little Rihanna, please contact Kate at or Guru at."
1619,de489fcd8,Low,0.46627787045827507,0.5337221295417249,0,"Female Mix 1.5 Month-brown, Tan",1,1,307,2,1,2,1,2,2,1,1,0,2.0,"GOOD DAY Nocole here, i just came accross a black and tan look puppy, she is actually a friend neighbour puppy...the puppy mother was a GSD look alike dog, and the father was a mix breed she is very active and also naughty she love to eat boil chicken meat she is too young to vaccinate she hate to be alone she is very pampered she love to poopoo and peepee on newspaper she love to sleep on a warm place adopter have to spay her when she is 7 month old i will go to visit her when im free...adopter must allow me to do so and i will make sure adopter spay her when she is big enough ****thanks**** those who wanted/interest in adopting her please email me i will reply you A.S.A.P."
1620,c65cbe7b2,Low,0.46623176043922787,0.5337682395607721,0,5 Cutie Kitty,2,4,265,3,3,2,2,2,2,1,5,0,3.0,"I have 5 cute kittens available for adoption. They were furkids of my own pet Garfield and Miao Miao. They have managed to bring us 10 more kittens into our household. We were too late to neutered Miao Miao and found she is pregnant again. 12 cats in the house are just too much for us to handle. We love the kittens very much, but we have to find future good owner for them for their better future, as we can't provide them enough attention to each of them. This batch of kittens is mixed bengal. as their father is mixed bengal and their mother is DSH calico. All kittens are healthy, active , and fun loving. Their will definitely cheer you up, when u see them playing around. All kittens are litter-trained, and feed on ""orijen"" kibble. Adoption fees is FOC, but we would ask few question to access if you are the suitable adopter for the kittens. You can adopt 1 or as pair of kittens. Serious adopter please contact me by email: /(sylvia) or samantha James :"
1621,8f7433061,Low,0.46614821661221306,0.5338517833877869,0,Kelabu,2,16,264,1,6,3,3,1,3,1,1,0,2.0,Kelabu was found at Perlis with Comel. He's quite large due to its breed. If you're interested with him please contact me as soon as possible..
1622,682fa5135,Low,0.46610686077355257,0.5338931392264474,1,Mimi Neko,2,2,266,2,1,1,1,2,2,1,1,0,11.0,"found her at the condominium area. she seems like very scared, keep meowing, i guess she lost her mother, poor kitty. i've taken her to vet, doctor said she got abit fever, and she has been dewormed & deflea-ed aswell. she is around 2 months old female kitten update: The kitten is very healthy now. She is smart and toilet train. She needs a home. Please adopt her. thanks^^ Location at Blk A, Jalan masjid, PJU 6A, Pelangi Utama, PJ.. Pls sms me or leave a comment if you're interested in adopting. Terms:- 1- Kitten must be vaccinated and neutered/spayed when she grow up. 2- please update me some photos of her :) Thank You so much."
